ID,long_term_credit_card_opening_propensity_score,creditworthiness_score,spend_potential,number_of_credit_cards,short_term_credit_card_opening_propensity_score,long_term_credit_card_cancellation_propensity_score,credit_card_utilization_score,number_of_attempts_to_open_credit_cards,history_at_credit_bureau,total_limit_across_credit_cards,contact_history_score,Balance Transfer Propensity Score,targeted_product,Customer Lifetime Value
23001,27.3,8727.3,3.5,66,0,31.2,5,20,47,3575,15,73,D,-162
23002,,9948.1,,,,,,4,31,550,0,97,E,487
23003,9.1,9220.8,0.4,66,6.1,3.9,7,12,33,300,0,80,E,1096
23004,9.1,8337.7,1.1,132,3,1.3,7,16,47,450,0,68,C,714
23005,6.1,8688.3,1.6,66,3,1.3,3,8,32,725,0,64,C,782
23006,3,9649.4,1,132,0,1.3,3,16,45,1650,135,2,E,3253
23007,3,9532.5,0.1,33,3,0,3,4,22,325,15,37,C,694
23008,9.1,9675.3,3,198,3,6.5,6,12,51,650,0,83,E,1184
23009,3,9597.4,1.3,66,0,0,4,4,27,3050,60,70,E,2932
23010,18.2,9220.8,3.3,528,9.1,5.2,9,40,38,700,0,18,C,264
23011,3,8337.7,,33,3,0,4,12,21,1000,0,68,C,380
23012,3,9077.9,0.5,66,0,0,16,4,27,575,345,58,E,1973
23013,0,10013,5.5,33,0,2.6,9,4,52,1375,180,77,E,3292
23014,12.1,9039,0.8,132,3,1.3,12,4,33,250,0,56,E,1429
23015,3,9233.8,,33,0,0,8,12,23,1250,0,50,E,2023
23016,6.1,9129.9,0.4,66,3,0,10,16,22,150,15,65,E,1948
23017,,,,,,,,,,,0,49,E,2005
23018,21.2,9779.2,3.3,396,6.1,1.3,2,64,28,425,45,6,E,1439
23019,30.3,9246.8,2.8,264,3,3.9,10,56,42,1375,60,24,E,984
23020,6.1,9026,0.7,66,3,0,4,44,29,1025,0,8,C,311
23021,6.1,8753.2,0.3,66,3,0,17,12,26,425,240,69,D,1182
23022,18.2,9987,8,198,3,15.6,3,48,42,8425,120,94,A,5329
23023,9.1,9779.2,3.5,165,9.1,2.6,5,12,26,1625,30,100,E,1246
23024,6.1,8311.7,,66,3,0,7,8,28,1000,0,9,C,819
23025,12.1,8272.7,2,132,3,0,9,80,25,500,0,34,C,544
23026,9.1,10441.6,11.9,165,0,1.3,1,8,48,5475,30,91,A,4579
23027,3,10636.4,8.3,231,0,5.2,4,12,57,4525,270,73,A,7935
23028,24.2,9545.5,3.3,264,3,0,8,24,30,1150,285,6,E,1460
23029,15.2,8493.5,6.6,264,3,1.3,11,32,42,925,30,51,B,1898
23030,18.2,9688.3,3.2,165,3,0,3,44,23,575,390,91,D,1206
23031,15.2,9545.5,0.3,165,9.1,0,1,72,22,550,0,84,C,226
23032,9.1,8675.3,0.3,66,6.1,1.3,1,32,32,625,0,60,C,258
23033,9.1,9285.7,0.1,99,6.1,0,2,36,22,250,75,33,E,245
23034,3,8311.7,3.2,66,3,0,15,12,42,975,0,71,C,721
23035,6.1,10805.2,5,99,0,3.9,2,4,44,6925,135,85,B,7543
23036,9.1,9441.6,,99,9.1,0,2,20,21,150,0,44,C,375
23037,3,9142.9,0.6,33,0,0,5,0,25,750,135,81,E,675
23038,6.1,9415.6,0.7,66,6.1,0,4,12,22,500,45,76,E,326
23039,9.1,8207.8,1.4,99,0,0,5,12,25,525,75,70,C,834
23040,21.2,8220.8,3.4,132,0,10.4,8,20,70,3650,0,68,C,2274
23041,21.2,9337.7,1.6,264,3,1.3,6,12,32,775,315,21,E,1640
23042,6.1,8350.6,0.4,66,6.1,0,8,72,34,150,0,43,C,666
23043,3,9844.2,,99,0,1.3,4,12,25,1000,0,77,E,2200
23044,3,10298.7,3.6,99,0,1.3,3,16,33,2750,120,32,E,1362
23045,3,9766.2,0.9,33,0,0,4,0,29,775,0,89,E,757
23046,18.2,10026,4,198,0,0,1,28,35,550,150,66,E,1787
23047,3,9428.6,0.2,33,0,0,2,24,22,225,0,42,E,574
23048,0,10311.7,,132,0,6.5,2,36,48,1300,0,49,E,2841
23049,12.1,10155.8,,198,9.1,7.8,8,20,35,3000,0,96,E,1401
23050,15.2,9051.9,4.1,165,9.1,0,9,80,22,825,15,43,E,743
23051,3,9337.7,0.3,33,3,0,1,8,24,325,180,6,E,462
23052,9.1,9181.8,1.6,99,9.1,0,13,60,24,850,165,78,B,4179
23053,15.2,8194.8,,165,6.1,0,9,0,45,1375,0,66,C,771
23054,18.2,9376.6,6.4,297,6.1,2.6,2,36,36,900,195,64,E,2251
23055,6.1,9571.4,0.8,99,0,0,14,24,25,675,240,3,E,2044
23056,6.1,10246.8,10.8,132,3,10.4,2,4,44,6200,0,31,A,3969
23057,15.2,9376.6,20.8,297,3,18.2,7,32,44,3600,525,51,E,2172
23058,3,9805.2,0.2,33,3,0,1,0,34,600,150,32,E,1498
23059,12.1,9376.6,0.3,132,9.1,2.6,10,48,43,675,0,62,E,2002
23060,6.1,9805.2,1,132,0,9.1,4,4,47,2325,60,35,E,2703
23061,3,9415.6,,33,0,0,7,24,23,200,30,52,E,809
23062,12.1,9545.5,2.2,231,6.1,1.3,9,20,36,2150,270,96,E,1709
23063,33.3,8688.3,6,363,12.1,3.9,12,16,40,700,75,63,B,1566
23064,9.1,8233.8,2.4,99,0,7.8,6,16,33,300,0,45,C,521
23065,0,9337.7,2,33,0,0,3,12,25,3750,90,46,E,907
23066,9.1,9532.5,2.3,132,0,2.6,5,4,29,1100,0,37,E,2750
23067,6.1,9039,0.4,66,3,0,16,8,22,225,0,95,D,648
23068,3,9311.7,0,33,3,0,6,16,21,125,0,62,C,325
23069,9.1,9142.9,5,231,6.1,2.6,9,4,34,2450,435,91,D,4324
23070,3,8662.3,0,33,3,0,3,20,34,100,0,41,C,403
23071,6.1,9285.7,0.3,66,3,0,5,20,35,1575,150,56,E,979
23072,12.1,9597.4,,231,3,2.6,4,12,56,2325,45,12,E,2557
23073,0,9688.3,0.8,33,0,2.6,16,0,37,625,60,25,E,2974
23074,30.3,9675.3,8.1,528,6.1,2.6,5,4,43,1525,300,11,E,1735
23075,3,9051.9,,33,3,0,4,4,23,125,105,36,D,639
23076,15.2,9051.9,2,132,9.1,2.6,7,20,25,775,30,39,E,1202
23077,3,10441.6,18.3,66,0,0,6,4,38,2200,75,29,D,4287
23078,6.1,9350.6,6.1,132,0,0,14,8,33,1225,45,1,E,3101
23079,18.2,9376.6,3.6,264,12.1,0,11,16,47,900,615,52,E,930
23080,9.1,9324.7,0,99,9.1,0,2,24,22,500,30,61,E,354
23081,9.1,9350.6,0.6,99,6.1,0,4,16,23,725,60,5,E,503
23082,3,9311.7,,33,3,0,5,12,21,75,0,22,C,345
23083,15.2,8311.7,1.6,165,3,0,12,20,36,375,0,63,C,369
23084,12.1,9558.4,0,99,6.1,7.8,3,64,34,875,150,90,B,2103
23085,51.5,9207.8,5.6,792,18.2,10.4,7,128,42,575,0,33,C,188
23086,3,9026,0.3,33,0,0,12,12,23,450,0,88,E,1828
23087,12.1,9220.8,1.4,132,3,0,4,24,27,775,150,16,E,1143
23088,3,9415.6,,33,3,0,,8,33,100,0,49,E,1446
23089,9.1,9701.3,4.5,99,6.1,0,2,4,23,6950,0,73,E,417
23090,12.1,8545.5,5.3,132,6.1,0,8,32,23,825,30,100,C,1794
23091,12.1,8870.1,1,132,9.1,0,10,48,23,225,0,79,E,1296
23092,6.1,9584.4,17.8,297,0,20.8,8,16,42,2850,420,46,A,5421
23093,12.1,9376.6,7.1,165,6.1,1.3,5,20,33,2050,135,74,E,1685
23094,15.2,9376.6,1.3,165,0,1.3,8,8,26,825,165,76,E,1691
23095,6.1,9584.4,0.3,66,3,0,6,12,23,250,60,69,E,671
23096,6.1,8441.6,0.3,66,6.1,0,7,12,22,150,0,24,D,631
23097,27.3,9181.8,7.3,330,6.1,3.9,11,24,45,1400,75,96,E,3061
23098,9.1,9207.8,0.7,99,9.1,0,6,8,27,750,90,83,E,1729
23099,3,9766.2,5.5,99,0,5.2,1,16,39,1625,15,38,E,3023
23100,12.1,8363.6,1.4,66,0,2.6,5,32,25,175,45,71,C,1692
23101,33.3,9857.1,22.4,363,12.1,28.6,7,48,48,5175,60,54,A,4144
23102,15.2,9415.6,7.5,165,3,2.6,8,48,41,1050,300,56,D,3918
23103,3,9766.2,0.8,132,3,3.9,1,16,37,650,45,11,E,1671
23104,6.1,9987,26.1,132,0,0,4,12,46,3400,0,38,A,4524
23105,15.2,9753.2,1.9,165,0,0,6,4,33,875,120,14,E,2505
23106,9.1,8766.2,4.3,297,0,10.4,16,12,40,700,105,91,C,1042
23107,9.1,8649.4,2.6,132,0,6.5,15,12,41,1225,0,13,E,2258
23108,9.1,9272.7,4.5,132,3,0,5,40,34,950,30,62,C,649
23109,12.1,9558.4,2.5,561,0,0,11,8,48,675,435,15,E,3418
23110,6.1,9350.6,3.6,66,0,3.9,17,12,30,2075,150,31,D,2468
23111,15.2,9558.4,1.1,99,3,2.6,11,24,25,750,360,70,E,1127
23112,9.1,8805.2,1.4,132,0,0,4,16,28,675,15,27,C,1771
23113,6.1,9051.9,1,99,0,0,12,12,44,825,315,21,D,5703
23114,15.2,8480.5,,132,6.1,1.3,11,20,40,125,0,94,C,359
23115,6.1,8597.4,0.6,33,0,0,7,12,24,100,30,61,C,768
23116,3,8987,0.3,33,3,0,5,16,22,200,0,100,C,394
23117,30.3,8727.3,21.4,330,9.1,0,8,40,24,1000,540,96,E,1094
23118,6.1,9376.6,3,66,0,0,13,36,35,700,0,2,E,684
23119,12.1,9545.5,,132,3,0,9,8,24,875,0,71,E,982
23120,15.2,10259.7,2,132,0,1.3,3,8,31,2400,90,50,E,1419
23121,9.1,10000,1.8,165,0,1.3,4,36,36,1850,150,99,E,1668
23122,0,8987,,132,0,5.2,2,40,50,1125,0,98,E,1813
23123,15.2,8259.7,0.5,132,9.1,0,11,28,28,200,0,15,C,700
23124,9.1,9272.7,0.7,66,0,3.9,16,16,34,350,15,68,E,2283
23125,3,9272.7,1.5,33,3,0,6,32,23,325,45,100,C,686
23126,9.1,10428.6,43.3,297,0,5.2,4,28,43,6300,45,47,A,7168
23127,6.1,9337.7,0.7,99,6.1,0,5,28,28,675,60,78,B,2271
23128,18.2,8714.3,11.6,198,3,2.6,4,24,42,975,0,70,C,934
23129,6.1,10090.9,0.6,99,0,0,,0,32,950,0,93,E,1003
23130,18.2,8844.2,3.8,165,9.1,1.3,6,44,24,875,90,71,E,753
23131,18.2,9220.8,2.5,231,6.1,1.3,7,20,27,1150,375,70,E,708
23132,6.1,9246.8,0.2,66,3,0,1,16,22,350,15,42,B,2767
23133,6.1,9207.8,0.9,66,3,0,5,60,36,175,45,19,E,2245
23134,6.1,9129.9,0.5,66,3,0,8,20,27,200,15,25,E,308
23135,15.2,10051.9,2.2,198,0,1.3,8,12,36,1375,465,12,E,2695
23136,6.1,9571.4,2.6,165,0,1.3,6,4,47,1425,375,59,E,2866
23137,6.1,9142.9,1.4,66,6.1,0,7,20,22,250,90,77,B,3174
23138,3,9987,0.2,33,3,0,1,0,22,275,30,27,E,-667
23139,6.1,10142.9,3.9,132,0,11.7,4,32,44,2900,315,19,E,2267
23140,3,9324.7,0,33,0,0,5,8,22,650,60,50,C,411
23141,18.2,9428.6,3.3,495,6.1,16.9,7,36,47,925,330,46,E,1228
23142,6.1,9545.5,,66,6.1,0,5,8,41,700,0,51,E,757
23143,12.1,9389.6,,132,0,0,7,20,26,500,0,43,E,1454
23144,3,9558.4,2.4,33,0,0,3,4,24,7000,105,40,E,1022
23145,21.2,9909.1,3.8,231,0,0,0,8,26,1925,0,5,E,3752
23146,3,8558.4,1.3,33,0,0,9,16,44,125,90,71,B,2395
23147,18.2,10026,4.9,198,0,1.3,4,48,31,925,330,35,E,3212
23148,3,8922.1,0.1,33,3,0,8,32,22,125,30,48,D,2451
23149,6.1,10168.8,,66,0,5.2,5,32,41,1875,0,97,E,1199
23150,9.1,8753.2,2.5,198,3,6.5,14,0,39,725,375,14,B,8404
23151,3,9194.8,0.4,66,0,0,9,8,41,800,180,84,E,5114
23152,3,9454.5,,33,0,0,9,4,22,375,0,53,E,1298
23153,12.1,9844.2,,132,3,0,5,0,27,850,0,7,E,1664
23154,9.1,8870.1,0.5,99,6.1,0,7,76,23,200,0,37,E,1137
23155,3,8376.6,0.9,66,0,0,11,8,34,950,105,15,C,735
23156,3,9233.8,1.6,33,0,0,9,56,26,250,0,28,B,5629
23157,0,9168.8,,33,0,0,,4,26,3750,0,94,E,797
23158,3,11000,27.8,132,0,16.9,2,8,47,5775,510,7,D,29
23159,3,8987,,132,0,9.1,8,20,39,1125,0,5,E,1850
23160,9.1,8935.1,,99,6.1,0,7,44,22,825,0,74,E,975
23161,12.1,8831.2,,99,3,2.6,0,24,37,500,0,14,C,1590
23162,3,8402.6,0.7,66,3,0,5,60,30,575,30,88,C,1015
23163,12.1,10259.7,1.2,132,6.1,2.6,9,28,38,800,330,22,E,2049
23164,6.1,9051.9,0.1,33,0,1.3,10,8,24,75,0,27,E,2307
23165,12.1,9233.8,6.5,165,9.1,13,6,44,36,2200,105,58,C,603
23166,12.1,9740.3,4,396,3,2.6,8,12,34,1050,570,34,E,1890
23167,9.1,9870.1,4.4,198,0,5.2,7,40,38,2675,240,70,A,7040
23168,15.2,9272.7,1.1,198,6.1,1.3,10,4,27,450,255,48,E,1512
23169,6.1,8350.6,0.7,66,0,0,15,28,51,175,0,92,C,535
23170,15.2,8610.4,7.3,264,3,2.6,14,4,27,1475,105,3,B,6378
23171,15.2,8246.8,2.2,165,6.1,0,7,72,29,250,60,90,C,787
23172,12.1,10545.5,8.3,132,6.1,1.3,3,20,42,1150,180,68,A,4382
23173,3,10441.6,4.9,99,0,0,2,0,41,3375,90,8,A,4909
23174,6.1,9519.5,5,132,0,5.2,7,16,38,1975,135,46,E,1954
23175,0,10026,0.1,33,0,0,,16,40,125,45,66,B,5127
23176,27.3,9701.3,5.4,462,6.1,3.9,4,24,41,675,90,33,E,2627
23177,0,9337.7,0,33,0,0,1,0,25,2975,90,15,E,579
23178,9.1,9363.6,6.2,231,3,6.5,8,20,36,1525,45,54,E,2548
23179,6.1,9844.2,55.8,165,0,6.5,11,16,45,4575,210,83,A,8058
23180,6.1,9597.4,0.3,66,0,1.3,4,12,33,225,285,65,E,4329
23181,6.1,9155.8,1.6,66,6.1,0,2,12,22,1650,135,41,B,2895
23182,6.1,9272.7,0.4,99,6.1,3.9,3,12,40,350,180,70,E,1503
23183,21.2,9766.2,3.6,429,9.1,5.2,1,16,38,1600,180,74,E,836
23184,12.1,9246.8,1.2,132,9.1,0,8,20,22,500,165,21,E,828
23185,9.1,8324.7,0.6,99,6.1,1.3,2,20,36,375,0,36,C,338
23186,6.1,9740.3,2.9,264,3,6.5,12,8,33,1450,150,30,E,2202
23187,3,8753.2,,33,3,0,7,4,23,200,0,3,C,835
23188,12.1,9753.2,2.5,165,3,0,3,8,27,825,255,67,E,1351
23189,9.1,9311.7,0.3,99,9.1,0,5,8,22,400,15,51,E,596
23190,15.2,8987,5.1,165,3,0,8,36,25,1550,345,98,E,2385
23191,6.1,9506.5,0.7,66,3,0,1,20,23,450,75,2,E,289
23192,21.2,8896.1,1.3,297,3,0,9,24,35,275,90,50,E,917
23193,3,9649.4,1.3,33,0,0,8,8,22,500,15,10,E,749
23194,12.1,10350.6,4.1,165,0,2.6,3,4,32,1400,315,73,E,5448
23195,30.3,9233.8,3.8,330,3,1.3,7,84,36,750,15,31,E,2781
23196,3,8883.1,,33,3,0,2,68,25,550,0,91,C,371
23197,3,10077.9,1.6,264,0,9.1,1,8,34,1150,30,97,E,822
23198,18.2,9740.3,7.1,165,6.1,1.3,1,28,25,1800,0,56,E,277
23199,21.2,10233.8,2.4,297,3,7.8,1,24,34,1000,0,67,E,249
23200,6.1,8948.1,,33,0,1.3,10,20,22,50,0,5,E,1080
23201,9.1,8766.2,0.4,66,0,1.3,0,12,26,1300,165,94,E,589
23202,15.2,8792.2,8,165,0,0,8,4,33,3150,210,38,E,1829
23203,3,9402.6,0,33,3,0,,4,24,250,0,55,E,371
23204,6.1,9285.7,1,66,3,0,11,44,23,475,135,5,E,1662
23205,0,10883.1,8.6,66,0,6.5,3,20,45,2850,555,69,A,9837
23206,9.1,9935.1,1.3,99,0,3.9,3,40,33,1100,255,51,E,1646
23207,6.1,10064.9,1.5,231,0,2.6,3,4,68,1950,0,35,E,811
23208,9.1,9532.5,3.9,99,0,0,6,16,26,925,30,53,E,1283
23209,3,9142.9,0,33,3,0,7,12,22,75,0,84,C,420
23210,6.1,9506.5,0.6,66,0,0,5,20,36,475,135,47,E,2906
23211,6.1,10103.9,6.4,231,3,3.9,3,8,35,2375,105,95,E,895
23212,0,8896.1,2.1,66,0,0,2,28,42,650,0,66,B,3622
23213,6.1,10013,,99,3,2.6,6,4,50,1050,0,58,E,1785
23214,3,10142.9,1.1,66,3,1.3,2,48,34,1450,0,29,E,1235
23215,6.1,8727.3,,165,6.1,0,8,16,41,125,0,2,C,817
23216,15.2,9909.1,9.3,297,6.1,9.1,6,12,38,2475,0,43,A,3109
23217,9.1,8324.7,0.3,33,3,3.9,8,20,33,425,60,24,C,588
23218,6.1,10064.9,14,264,3,1.3,1,16,59,3750,105,47,A,5005
23219,9.1,10441.6,5.4,165,3,0,3,4,57,5600,105,39,A,4844
23220,6.1,9688.3,0.2,33,0,1.3,6,0,26,375,240,23,E,2004
23221,15.2,9961,7,165,9.1,11.7,1,16,45,3800,0,40,D,-149
23222,21.2,9000,1.1,165,3,2.6,3,44,55,425,60,55,C,956
23223,3,11039,5.2,297,0,2.6,1,0,43,4275,0,89,A,6298
23224,12.1,10311.7,11.2,165,3,0,2,0,28,3250,450,48,E,1476
23225,6.1,8805.2,,132,3,0,10,4,40,975,0,54,C,820
23226,6.1,8753.2,0.3,33,0,1.3,22,12,38,250,0,76,C,813
23227,9.1,9389.6,0.8,99,0,0,9,32,24,225,0,12,E,1873
23228,15.2,9376.6,0.6,165,15.2,0,1,20,45,600,15,46,C,329
23229,0,10285.7,16.3,33,0,2.6,4,4,41,8500,270,46,A,7013
23230,9.1,9415.6,8,99,6.1,0,2,20,22,650,135,1,B,5510
23231,12.1,10181.8,7.7,165,9.1,3.9,5,16,38,5175,150,8,A,4198
23232,24.2,9454.5,3.1,264,9.1,0,7,40,23,925,390,25,E,2585
23233,21.2,8766.2,,231,3,0,14,28,37,300,0,91,E,3451
23234,3,9168.8,0,33,3,0,4,8,21,100,0,57,C,448
23235,3,9844.2,,99,3,0,2,16,48,1300,0,79,C,1577
23236,12.1,9051.9,,66,6.1,0,4,8,27,600,0,13,C,397
23237,0,9376.6,,99,0,3.9,3,8,34,2125,0,32,E,1788
23238,3,9077.9,,33,0,0,6,0,22,375,0,15,E,1073
23239,9.1,9090.9,3.5,99,6.1,1.3,10,12,38,825,0,88,E,1493
23240,18.2,8662.3,0.5,198,6.1,1.3,6,24,38,400,45,85,E,988
23241,12.1,9181.8,0.8,132,3,0,8,24,29,325,150,86,E,3249
23242,,9779.2,0,,,,,0,22,,0,65,E,451
23243,9.1,9311.7,,99,9.1,0,5,12,22,225,0,4,E,550
23244,3,9506.5,0.9,99,0,0,13,0,35,1625,675,49,D,4522
23245,3,8584.4,1.2,66,0,0,8,8,27,300,0,26,C,1168
23246,15.2,10532.5,8.2,198,3,6.5,2,12,35,2375,330,79,A,3527
23247,15.2,9571.4,2.2,165,3,0,4,28,23,575,255,97,E,499
23248,6.1,8636.4,1,66,3,1.3,10,36,38,500,90,83,C,423
23249,15.2,8779.2,1.6,165,3,0,13,24,23,525,0,86,E,1766
23250,9.1,9077.9,4.2,297,0,2.6,9,12,33,1325,180,62,E,315
23251,0,10116.9,0,0,,2.6,,0,49,,30,48,B,2636
23252,15.2,9363.6,1.6,165,12.1,0,5,56,58,450,75,74,E,619
23253,6.1,9402.6,,198,3,14.3,1,24,40,2950,0,73,E,890
23254,0,11039,3.9,66,0,1.3,0,0,47,5675,105,52,A,4497
23255,3,10000,0.6,33,0,0,12,20,28,925,180,4,E,1947
23256,9.1,9389.6,6.7,132,0,1.3,8,32,38,2550,210,70,E,2329
23257,15.2,9298.7,11.3,297,6.1,2.6,10,20,34,2025,420,50,E,1522
23258,9.1,9922.1,16.5,297,3,1.3,6,28,57,5975,345,99,B,13137
23259,3,8792.2,,66,0,5.2,15,0,47,3125,0,54,E,3798
23260,12.1,9026,1.7,198,0,1.3,9,8,35,625,0,90,E,2888
23261,6.1,9026,2.5,99,0,1.3,9,16,27,850,75,88,E,1170
23262,3,8896.1,0.7,66,3,0,5,16,38,1000,30,73,C,895
23263,12.1,8636.4,3.5,165,0,0,8,12,25,950,105,76,E,2966
23264,6.1,8545.5,,66,3,1.3,7,8,35,575,0,26,C,409
23265,6.1,8831.2,1.2,66,6.1,6.5,15,28,46,675,90,73,C,597
23266,6.1,9623.4,4.6,66,3,0,5,24,23,975,180,17,E,1005
23267,3,8636.4,0.5,66,0,0,1,0,25,550,60,85,B,4707
23268,6.1,9311.7,1.6,66,3,0,10,4,31,825,90,53,C,610
23269,9.1,9532.5,0.8,99,3,0,5,12,23,550,345,32,E,1818
23270,0,10714.3,15.7,132,0,7.8,4,4,65,6325,105,96,A,5132
23271,12.1,9675.3,2,231,12.1,10.4,9,76,56,1525,420,63,E,2791
23272,12.1,9727.3,,132,0,0,5,20,23,950,0,56,E,796
23273,12.1,9974,1.3,198,0,0,3,0,27,850,345,32,E,4316
23274,3,8272.7,0.2,33,0,0,7,24,24,125,0,71,C,811
23275,6.1,9207.8,1,33,0,1.3,9,12,24,200,75,31,E,1213
23276,12.1,9233.8,6.7,165,6.1,0,10,0,26,1450,855,63,E,1932
23277,24.2,9389.6,7.3,264,9.1,5.2,2,40,38,1100,195,63,E,1430
23278,12.1,9441.6,0.9,132,3,0,15,60,24,225,210,66,E,513
23279,12.1,10194.8,6.4,165,0,1.3,3,8,30,1625,300,73,E,2959
23280,27.3,9363.6,5.6,330,6.1,0,7,32,38,1675,0,32,E,1724
23281,9.1,9207.8,5.1,99,3,0,9,4,22,2000,0,77,E,1836
23282,15.2,9779.2,14.3,198,0,0,4,24,26,3675,390,63,E,2897
23283,12.1,9129.9,0.5,132,9.1,0,8,20,22,400,0,48,E,592
23284,12.1,8350.6,3.2,132,3,3.9,3,16,34,1025,0,85,C,1105
23285,12.1,9311.7,7.9,132,9.1,0,1,28,23,2000,210,43,A,3794
23286,6.1,10090.9,,66,3,0,2,44,26,1125,0,5,E,841
23287,9.1,9402.6,0.5,99,6.1,0,2,16,22,375,45,57,E,253
23288,3,9818.2,4.6,66,0,0,2,4,28,3500,180,77,E,1535
23289,9.1,9649.4,0.9,198,3,2.6,7,16,34,850,45,14,E,653
23290,3,9454.5,,99,0,10.4,10,16,50,1250,0,96,E,1499
23291,12.1,9792.2,0,132,3,1.3,7,24,33,1550,15,93,E,1375
23292,9.1,9207.8,1.5,99,6.1,0,5,32,22,350,0,71,C,508
23293,6.1,10116.9,18.7,132,3,5.2,3,28,49,4050,15,57,A,5498
23294,9.1,10064.9,0.6,132,3,0,2,20,25,375,45,83,E,2884
23295,6.1,9428.6,0.8,66,0,0,8,28,25,200,15,32,E,1415
23296,15.2,8246.8,5.7,198,0,2.6,12,56,38,625,105,59,C,1798
23297,6.1,9311.7,0.6,66,3,0,7,8,23,975,165,82,E,833
23298,15.2,10168.8,7.9,297,0,3.9,3,16,27,1250,60,6,E,802
23299,9.1,9987,,99,3,0,7,16,23,2800,0,4,E,2088
23300,24.2,9026,4.4,330,6.1,1.3,11,32,31,425,180,92,E,1341
23301,6.1,9896.1,1.3,66,3,13,10,4,36,2500,0,25,E,358
23302,30.3,10740.3,3.7,429,3,48.1,1,0,52,2025,0,74,C,211
23303,9.1,9571.4,0.2,99,6.1,0,4,56,22,675,15,17,C,865
23304,18.2,8402.6,5.7,528,3,0,5,44,32,1100,0,66,C,243
23305,3,9675.3,,33,0,0,5,20,22,150,0,44,E,759
23306,6.1,8961,0.5,66,3,0,9,36,22,1075,45,44,E,650
23307,9.1,9532.5,1,99,3,0,,12,23,350,30,43,E,326
23308,0,9909.1,10.9,33,0,3.9,17,4,34,4500,225,55,A,4415
23309,21.2,8792.2,1.1,198,9.1,1.3,2,36,24,400,0,79,C,1174
23310,9.1,9337.7,0.5,99,6.1,0,12,4,22,200,30,69,E,458
23311,12.1,9532.5,1.1,132,3,0,4,4,23,450,90,25,E,622
23312,0,9376.6,4.1,132,0,5.2,3,12,37,825,0,33,B,7202
23313,3,8337.7,6.2,33,0,0,0,8,31,2750,30,57,C,940
23314,9.1,9649.4,0.6,99,9.1,0,5,24,24,700,195,60,E,658
23315,3,10454.5,7.9,66,3,0,6,4,36,6500,390,17,A,6185
23316,15.2,9636.4,1.5,165,3,0,6,36,23,525,75,45,E,1415
23317,15.2,9311.7,1.3,99,3,2.6,8,36,23,125,195,7,E,2243
23318,9.1,8727.3,1.7,132,0,0,3,12,28,625,120,82,E,1087
23319,0,10090.9,5.8,33,0,1.3,0,0,25,1875,180,80,A,4646
23320,12.1,10220.8,22.4,165,0,7.8,2,24,38,7900,300,94,A,4911
23321,0,9103.9,4.5,66,0,1.3,9,8,44,3075,30,99,B,5861
23322,12.1,9207.8,2.3,66,6.1,10.4,11,28,36,550,165,53,E,554
23323,6.1,8558.4,1.8,99,0,0,11,12,28,350,75,99,B,2675
23324,21.2,9883.1,1.6,198,3,1.3,2,40,23,1175,0,10,E,427
23325,6.1,10311.7,4.6,330,3,1.3,3,20,52,2675,0,12,A,5040
23326,3,9753.2,2,165,0,0,7,16,36,3075,600,82,E,3894
23327,3,8376.6,1.6,33,0,0,14,12,41,500,90,32,C,1671
23328,3,10051.9,0.4,33,0,0,3,4,24,3000,165,44,E,1659
23329,6.1,9155.8,0.4,66,3,0,10,12,30,700,75,21,E,1662
23330,9.1,10129.9,3.6,198,6.1,5.2,3,12,40,925,45,37,E,2096
23331,6.1,8857.1,8.6,99,6.1,2.6,2,48,48,1675,0,78,C,791
23332,0,8792.2,,0,,2.6,6,16,43,,0,31,C,1204
23333,0,9454.5,2.5,33,0,0,13,0,26,1000,45,24,A,7846
23334,21.2,8870.1,1.2,198,0,1.3,10,12,28,475,60,26,B,3089
23335,6.1,8441.6,1.7,99,0,0,14,40,37,325,105,74,C,601
23336,3,8766.2,1.4,66,0,5.2,15,8,56,675,180,79,C,2227
23337,12.1,9753.2,2.7,264,3,7.8,11,4,62,1125,150,29,E,1881
23338,9.1,9662.3,2.5,132,0,6.5,9,8,31,925,225,36,E,2709
23339,3,9753.2,0,33,3,0,3,8,24,100,120,29,E,421
23340,9.1,8935.1,,99,3,0,12,32,25,1575,0,42,E,1896
23341,0,8532.5,0.1,0,,3.9,4,0,45,200,135,24,C,960
23342,3,9662.3,0.3,33,3,0,6,0,22,450,60,91,E,369
23343,3,8779.2,,33,3,0,6,44,22,150,0,25,C,277
23344,9.1,9389.6,0.8,99,6.1,0,4,16,24,650,255,64,E,1340
23345,0,9337.7,0.5,33,0,1.3,6,12,35,625,15,74,E,3342
23346,6.1,9324.7,2.2,132,3,0,8,4,27,475,30,63,C,2358
23347,12.1,9272.7,8.1,396,0,6.5,11,12,44,1025,285,40,E,3124
23348,24.2,10285.7,1.7,297,0,6.5,2,12,28,825,30,92,E,510
23349,3,9142.9,1.4,99,3,0,11,12,25,900,240,13,E,3387
23350,6.1,9948.1,3.8,198,0,3.9,6,8,34,1050,15,5,E,1319
23351,9.1,8532.5,6.3,99,0,1.3,5,12,33,2175,195,91,B,1650
23352,3,10532.5,4.5,132,0,3.9,1,0,52,5050,15,46,A,4425
23353,9.1,10129.9,3.4,231,0,0,3,4,32,1375,0,59,E,1321
23354,9.1,9363.6,0.8,66,3,1.3,5,12,23,450,45,41,E,650
